Video_ID,Video_Title,Source_URL,Duration_Seconds,Total_Word_Count,Master_Audio_Path,Plaintext_Transcript_Path,Structured_JSON_Path,Timeline_Timestamps_Path
SxgaGXcQ8ZY,Krishi Darshan  एकिकृत कृषि प्रणाली,https://www.youtube.com/watch?v=SxgaGXcQ8ZY,1376,4421,KrishiDarshan/SxgaGXcQ8ZY/audio.mp3,KrishiDarshan/SxgaGXcQ8ZY/transcript.txt,KrishiDarshan/SxgaGXcQ8ZY/transcript.json,KrishiDarshan/SxgaGXcQ8ZY/transcript_timestamps.txt
